TopRatingID,id,host_id,host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,amenities,price,availability_365,number_of_reviews,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,reviews_per_month,bedrooms
70,4471138,14930951,f,11,t,Hawthorne,33.92833503,-118.3625587,House,Private room,"{TV,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo}",$59.00 ,365,1,10,4,6,strict,0.05,1
71,7128675,5556787,f,1,t,Hollywood Hills,34.12768899,-118.3529743,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Hot tub"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$300.00 ,363,1,2,6,6,strict,1,3
72,13592465,48393302,f,1,t,Hyde Park,33.98319024,-118.3438448,House,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,Iron}",$235.00 ,0,2,6,6,4,flexible,0.21,3
73,15955130,70376087,f,3,f,Koreatown,34.06745862,-118.3134463,Apartment,Entire home/apt,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$250.00 ,0,1,6,6,6,moderate,0.24,3
74,14059082,84378692,f,1,f,Koreatown,34.06062912,-118.3011277,Apartment,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Elevator in building"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace""}",$40.00 ,364,2,6,8,2,flexible,0.21,1
75,12558558,59799245,f,8,f,Inglewood,33.94798945,-118.3520865,House,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Safety card"",Essentials,Shampoo}",$90.00 ,180,2,4,3,3,flexible,0.16,1
76,10691240,55234965,f,1,f,Lakewood,33.84137964,-118.0989485,Bed & Breakfast,Private room,"{""Free parking on premises"",""Family/kid friendly"",Shampoo}",$75.00 ,0,1,6,4,2,flexible,0.07,1
77,14215500,13905098,f,1,t,Mar Vista,34.0075487,-118.4268729,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer""}",$80.00 ,0,1,8,6,4,flexible,0.12,1
78,13191447,21940642,f,50,t,Mar Vista,33.99540588,-118.4396763,House,Shared room,"{""Wireless Internet"",Kitchen,Heating,Washer,Dryer,Essentials,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$34.00 ,365,1,2,10,6,flexible,0.12,1
79,16477747,108026926,f,2,f,Long Beach,33.79069569,-118.1923547,Other,Private room,"{TV,""Wireless Internet"",""Air conditioning"",""Free parking on premises"",Heating,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$110.00 ,243,1,6,6,2,flexible,0.28,1
80,7032225,215462,t,5,t,Malibu,34.03067744,-118.7552247,House,Entire home/apt,{},"$4,000.00 ",365,1,10,10,8,super_strict_60,0.08,4
81,18426357,7356182,f,1,f,Mid-Wilshire,34.06570428,-118.3482493,Apartment,Private room,"{""Wireless Internet"",Pool,Kitchen,Gym,""Elevator in building"",""Hot tub"",""Smoke detector"",Essentials,""Lock on bedroom door"",""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$55.00 ,0,1,4,10,4,flexible,1,1
82,18231512,46674685,f,3,t,North Hollywood,34.16457192,-118.3725347,Apartment,Private room,"{""Family/kid friendly""}",$45.00 ,318,1,4,10,2,flexible,1,1
83,8311927,43823239,f,1,f,Pacific Palisades,34.04187619,-118.5639511,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Hot tub"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$699.00 ,365,2,6,8,4,moderate,0.19,2
84,13496627,36817697,f,8,t,Sawtelle,34.02850067,-118.4527635,Townhouse,Private room,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Essentials,Shampoo,Hangers,""translation missing: en.hosting_amenity_49""}",$54.00 ,363,3,7,7,5,strict,0.35,1
85,17686630,21664626,f,2,f,Rowland Heights,33.98926686,-117.9179511,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,""Hot tub"",Heating,""Family/kid friendly"",""Smoke detector"",""Fire extinguisher"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private entrance""}",$100.00 ,333,2,9,8,7,strict,1.54,2
86,13064650,3097566,f,18,t,San Gabriel,34.08089286,-118.1011577,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$42.00 ,365,1,4,10,6,moderate,0.09,1
87,13508254,50144174,f,1,t,Van Nuys,34.20520714,-118.4321152,Apartment,Private room,"{""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$31.00 ,0,1,4,4,4,flexible,0.1,1
88,6676113,14985538,f,1,f,Santa Monica,34.00276011,-118.4798638,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo}",$170.00 ,0,2,6,8,2,strict,0.1,2
89,2592275,8428643,f,2,f,Santa Monica,34.00491378,-118.4775509,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo}",$140.00 ,364,1,8,10,10,strict,0.04,1
90,14492222,89449984,f,1,f,Sherman Oaks,34.15355329,-118.4307034,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private entrance""}",$195.00 ,363,2,,,,strict,0.46,2
91,9739269,39885973,f,1,t,Silver Lake,34.07857818,-118.2740717,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo}",$145.00 ,0,1,10,10,2,flexible,0.06,1
92,11863509,9616521,f,1,t,University Park,34.03079967,-118.2810034,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Hot tub"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$45.00 ,0,1,8,10,2,moderate,0.09,1
93,10332831,36389306,f,1,t,Venice,33.99368427,-118.4768924,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$100.00 ,363,1,8,8,6,strict,0.13,1
94,17994684,121535921,f,2,f,Walnut,34.02046134,-117.8521902,House,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Hair dryer"",""Laptop friendly workspace""}",$29.00 ,355,1,10,10,10,flexible,0.94,1
95,8673594,45169355,f,25,f,Westlake,34.05273535,-118.2771408,House,Private room,"{Internet,""Wireless Internet"",""Free parking on premises"",Breakfast,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer""}",$70.00 ,89,1,2,6,10,flexible,0.1,1
96,15567071,98822405,f,23,t,Westwood,34.05741558,-118.4450483,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Elevator in building"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$110.00 ,258,1,8,8,6,moderate,0.16,1
97,15602372,67990048,f,27,f,Westwood,34.05423494,-118.4428973,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,Gym,""Elevator in building"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$149.00 ,338,3,7,10,5,flexible,0.55,2
98,10334372,24426430,f,7,t,View Park-Windsor Hills,33.98784319,-118.3584162,House,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Heating,Washer,Dryer,Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$40.00 ,365,10,7,6,5,strict,0.78,1
99,6044612,27383020,f,8,t,Harvard Heights,34.03794081,-118.3062242,Bed & Breakfast,Private room,{},$100.00 ,365,2,5,6,6,strict,0.15,1
100,17270031,103901886,f,15,f,Pico-Union,34.05235261,-118.2894121,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Shampoo,""translation missing: en.hosting_amenity_49""}",$60.00 ,138,2,5,8,5,strict,0.9,1
101,16946007,94625198,f,3,t,Downtown,34.05414026,-118.2563027,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Private entrance""}",$105.00 ,342,4,7,9,6,moderate,1.64,0
102,17623880,108296857,f,1,t,Hollywood,34.08892256,-118.3096415,Apartment,Entire home/apt,"{Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Private entrance"",""Room-darkening shades""}",$56.00 ,82,3,9,8,5,strict,1.91,0
103,17300088,72787920,f,21,t,Del Rey,33.9785824,-118.4355658,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$145.00 ,113,2,6,6,5,strict,2,2
104,16963374,113295697,f,9,t,Fairfax,34.07711534,-118.3607319,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",$109.00 ,142,2,6,7,6,strict,2,2
105,619348,2727122,f,10,f,Exposition Park,34.01911726,-118.3137126,House,Shared room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Iron,""Laptop friendly workspace""}",$24.00 ,365,2,4,5,4,flexible,0.09,1
106,18035946,58682756,f,1,t,Lincoln Heights,34.07296626,-118.2216896,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Private entrance"",Bathtub,""Stair gates"",""Room-darkening shades"",""Game console""}",$89.00 ,321,4,9,7,5,strict,4,0
107,16465059,108026926,f,2,f,Long Beach,33.79158608,-118.1930237,Other,Private room,"{TV,""Wireless Internet"",""Air conditioning"",""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$90.00 ,243,2,7,4,6,flexible,0.64,1
108,16570610,73020799,f,2,t,Pacoima,34.26166353,-118.4008948,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,Hangers}",$158.00 ,179,2,3,3,4,strict,0.58,2
109,10554306,25147343,f,17,t,Rowland Heights,33.98908158,-117.9170423,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private entrance"",Bathtub,""Room-darkening shades""}",$99.00 ,357,2,5,7,7,strict,0.45,1
110,11870133,47416110,f,3,t,Santa Monica,34.00174139,-118.4743481,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Hot tub"",""Indoor fireplace"",""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$255.00 ,365,2,9,10,6,strict,0.34,2
111,13078273,39885948,f,4,f,Santa Monica,34.0383446,-118.4713349,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$199.00 ,351,2,6,9,8,strict,0.24,2
112,15904904,52046797,f,1,t,Sherman Oaks,34.16722694,-118.4488196,House,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Smoking allowed"",Breakfast,Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$45.00 ,365,2,6,10,5,strict,0.36,1
113,16797849,4656446,f,103,t,Topanga,34.14157556,-118.6028691,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox}",$219.00 ,347,2,6,6,8,strict,0.87,4
114,18008382,55178318,f,2,f,Torrance,33.87137459,-118.3439952,House,Private room,{},$40.00 ,363,2,10,8,8,flexible,1.87,1
115,13926600,1254174,f,16,t,Venice,33.98796606,-118.4736606,Apartment,Private room,"{""Wireless Internet"",Kitchen,""Family/kid friendly"",Washer,Dryer,Essentials,Hangers}",$168.00 ,365,3,4,6,5,strict,0.31,1
116,7621370,1609585,f,3,t,Venice,33.98134924,-118.4661751,House,Private room,"{Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Smoking allowed"",Breakfast,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo}",$105.00 ,7,2,7,10,6,flexible,0.1,2
117,3304165,1254174,f,16,t,Venice,33.9871835,-118.4733074,Apartment,Private room,"{Internet,""Wireless Internet"",Kitchen,Breakfast,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher""}",$145.00 ,333,2,3,7,5,strict,0.07,1
118,13190808,68316481,f,1,f,South Gate,33.93284156,-118.1795217,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",Pool,Kitchen,""Smoking allowed""}",$75.00 ,348,5,8,8,7,moderate,0.5,1
119,8241047,42641002,f,8,f,Avocado Heights,34.04610175,-118.0036485,House,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$50.00 ,365,3,7,5,5,moderate,0.16,1
120,14613526,89309844,f,1,t,Baldwin Hills/Crenshaw,34.0048801,-118.3468275,House,Shared room,"{TV,""Wireless Internet"",""Air conditioning"",""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher""}",$20.00 ,180,3,7,7,5,flexible,0.37,1
